name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Toyota Innova 2009,2009,129200.0,179416.0,Diesel,Dealer,MANUAL,Second Owner
Toyota Etios 2018,2018,398000.0,96301.0,diesel,INDIVIDUAL,manual,Second Owner
Hyundai i20 2008,2008,81500.0,193709.0, Petrol,trustmark dealer,automatic,Third Owner
Hyundai Venue 2012,2012,124500.0,163902.0, Petrol,INDIVIDUAL,manual,First Owner
Renault Triber 2012,2012,97700.0,153206.0,Diesel,individual,manual,First Owner
Hyundai Verna 2023,2023,541600.0,17005.0,petrol,dealer,MANUAL,Second Owner
Honda Jazz 2017,2017,353400.0,95859.0,DIESEL,Dealer,Manual,First Owner
Renault Kwid 2011,2011,81400.0,166715.0,PETROL,INDIVIDUAL,manual,First Owner
Mahindra Thar 2010,2010,131900.0,194119.0,Petrol,INDIVIDUAL,automatic,Second Owner
Skoda Octavia 2016,2016,360400.0,111599.0,petrol,Dealer,automatic,Second Owner
Volkswagen Polo 2007,2007,74400.0,214373.0,cng,Dealer,Automatic,Third Owner
Honda City 2011,2011,151200.0,169681.0,Petrol,INDIVIDUAL, Automatic,First Owner
Toyota Etios 2013,2013,204000.0,138373.0,PETROL,Individual,MANUAL,Test Drive Car
Hyundai Verna 2021,2021,445900.0,47357.0,CNG,dealer,manual,First Owner
Ford Figo 2012,2012,125100.0,162283.0,Petrol,individual,Manual,First Owner
Renault Kwid 2010,2010,92700.0,183024.0,Diesel ,DEALER ,manual,First Owner
Maruti Dzire 2007,2007,76500.0,224669.0,DIESEL,trustmark dealer,Automatic,First Owner
Skoda Superb 2009,2009,111900.0,183756.0, Petrol,individual,Manual,Second Owner
Mahindra XUV500 2022,2022,608600.0,30974.0,lpg,INDIVIDUAL,manual,First Owner
Audi A6 2015,2015,1470600.0,110980.0,diesel,individual,automatic,Second Owner
Hyundai Creta 2011,2011,83200.0,184267.0,petrol,INDIVIDUAL,manual,First Owner
Volkswagen Ameo 2010,2010,97700.0,156805.0,PETROL,INDIVIDUAL,manual,Second Owner
Ford Figo 2022,2022,723900.0,16118.0,DIESEL,Individual,MANUAL,First Owner
Hyundai Grand i10 2008,2008,64600.0,206085.0,PETROL,Dealer,Manual,Third Owner
  Volkswagen Vento 2018  ,2018,348400.0,70703.0,PETROL,Individual,Manual,First Owner
Maruti Swift 2010,2010,59400.0,187739.0,PETROL,dealer,MANUAL,Second Owner
Mahindra XUV500 2008,2008,102400.0,198811.0,DIESEL,individual,MANUAL,First Owner
Tata Altroz 2010,2010,104800.0,188243.0,diesel,Trustmark Dealer, Automatic,Second Owner
Maruti Dzire 2021,2021,421100.0,58274.0,DIESEL,DEALER ,manual,First Owner
Volkswagen Polo 2012,2012,89800.0,158427.0,Petrol,DEALER ,Manual,Fourth & Above Owner
Renault Triber 2023,2023,519200.0,18869.0,petrol,DEALER ,manual,Second Owner
Mahindra Thar 2017,2017,297500.0,89122.0,Petrol,INDIVIDUAL,MANUAL,Second Owner
Ford Aspire 2014,2014,157000.0,133305.0,petrol,Trustmark Dealer,MANUAL,First Owner
Mahindra Scorpio 2019,2019,393400.0,51154.0,Petrol,Individual,Manual,Second Owner
Ford Figo 2021,2021,435600.0,51950.0,PETROL,Individual,manual,Second Owner
Toyota Innova 2017,2017,332500.0,95222.0,Diesel,Individual,MANUAL,First Owner
Tata Harrier 2021,2021,467400.0,39559.0,PETROL,INDIVIDUAL,MANUAL,First Owner
Ford EcoSport 2017,2017,310300.0,102935.0,Petrol,individual,Manual,Third Owner
Skoda Octavia 2021,2021,710200.0,62639.0,PETROL,Individual,MANUAL,First Owner
Maruti Dzire 2008,2008,55100.0,200920.0,Diesel,INDIVIDUAL,manual,First Owner
Ford Figo 2007,2007,82100.0,233040.0,Petrol,dealer,automatic,First Owner
Renault Triber 2019,2019,287300.0,67715.0,Diesel ,DEALER ,MANUAL,First Owner
Mahindra XUV500 2012,2012,126300.0,157695.0,PETROL,individual,MANUAL,Second Owner
Ford Endeavour 2008,2008,86100.0,208916.0,PETROL,Dealer,MANUAL,Second Owner
Toyota Fortuner 2015,2015,234000.0,116233.0, Petrol,trustmark dealer,manual,First Owner
Maruti Alto 2008,2008,59600.0,202174.0,Diesel ,DEALER , Automatic,Third Owner
Tata Harrier 2010,2010,105900.0,172295.0, Petrol,Individual,MANUAL,First Owner
Maruti Dzire 2015,2015,185200.0,115693.0,Diesel ,Individual,automatic,Third Owner
Toyota Etios 2012,2012,178700.0,146955.0,PETROL,individual,Manual,First Owner
Hyundai Venue 2021,2021,502100.0,34788.0,diesel,INDIVIDUAL,Manual,Second Owner
Maruti Ertiga 2012,2012,107200.0,153121.0,CNG,dealer,Manual,First Owner
Honda Jazz 2021,2021,598800.0,12237.0,Diesel,DEALER ,Manual,Second Owner
Ford Figo 2010,2010,91100.0,168300.0,petrol,INDIVIDUAL,Manual,Second Owner
Honda Civic 2022,2022,631600.0,37195.0,Diesel,dealer,MANUAL,First Owner
Skoda Superb 2011,2011,151700.0,170572.0,Diesel ,Trustmark Dealer,Manual,First Owner
Ford Endeavour 2014,2014,171900.0,122843.0,PETROL,DEALER ,manual,First Owner
Honda Civic 2023,2023,806500.0,26266.0, Petrol,Dealer, Automatic,Second Owner
Toyota Etios 2008,2008,108100.0,211922.0,Diesel,individual,Manual,Second Owner
Renault Triber 2022,2022,363000.0,38599.0,Diesel ,INDIVIDUAL,manual,Fourth & Above Owner
Maruti Wagon R 2013,2013,80300.0,158364.0,cng,individual,manual,Second Owner
Volkswagen Polo 2017,2017,360700.0,102038.0,DIESEL,Individual,Automatic,First Owner
Maruti Swift 2013,2013,89600.0,137307.0,PETROL,trustmark dealer,manual,First Owner
Renault Duster 2016,2016,138700.0,100958.0,Diesel,trustmark dealer,MANUAL,Third Owner
Tata Nexon 2010,2010,109900.0,174189.0,petrol,Trustmark Dealer,Automatic,First Owner
Renault Kwid 2014,2014,97300.0,140906.0,Petrol,individual,manual,Fourth & Above Owner
Renault Kwid 2015,2015,136600.0,129411.0,diesel,Individual,manual,Third Owner
Tata Safari 2017,2017,367700.0,72629.0,Diesel ,Dealer,MANUAL,First Owner
Renault Kwid 2014,2014,120700.0,123402.0,diesel,Individual,Manual,Second Owner
Ford EcoSport 2008,2008,71400.0,190103.0,DIESEL,DEALER ,manual,Third Owner
Toyota Glanza 2017,2017,394000.0,89047.0,PETROL,Individual,Manual,First Owner
Tata Nexon 2019,2019,381200.0,71288.0,Petrol,DEALER ,MANUAL,First Owner
Tata Nexon 2009,2009,80900.0,193276.0,petrol,INDIVIDUAL,Manual,Second Owner
Hyundai Santro 2010,2010,85500.0,183269.0,Diesel ,individual,MANUAL,First Owner
Renault Duster 2010,2010,92800.0,193501.0,DIESEL,dealer,MANUAL,First Owner
Honda Amaze 2011,2011,117000.0,159057.0,CNG,Individual,automatic,First Owner
Mahindra Bolero 2015,2015,198900.0,119029.0, Petrol,DEALER ,MANUAL,First Owner
Tata Tiago 2008,2008,92500.0,221691.0,PETROL,DEALER , Automatic,First Owner
Maruti Ertiga 2011,2011,68600.0,157479.0,Electric,DEALER ,Manual,Fourth & Above Owner
Ford Aspire 2007,2007,75100.0,217236.0,Petrol,trustmark dealer,Manual,First Owner
Mahindra XUV500 2015,2015,220800.0,111144.0, Petrol,Dealer,MANUAL,Third Owner
  Hyundai Grand i10 2010  ,2010,82700.0,174795.0, Petrol,INDIVIDUAL,MANUAL,First Owner
Volkswagen Polo 2009,2009,106600.0,195081.0,diesel,Trustmark Dealer,Manual,Second Owner
Volkswagen Vento 2015,2015,288800.0,114103.0,DIESEL,Individual,automatic,First Owner
Maruti Dzire 2011,2011,83600.0,163314.0,CNG,individual,manual,First Owner
Hyundai i20 2009,2009,80000.0,189183.0,Petrol,DEALER ,Automatic,Second Owner
Tata Tiago 2021,2021,447400.0,54271.0,Petrol,INDIVIDUAL,Manual,First Owner
Hyundai Venue 2023,2023,614800.0,20611.0,DIESEL,DEALER ,manual,First Owner
Maruti Ertiga 2020,2020,304100.0,57994.0, Petrol,Individual,manual,Second Owner
Renault Triber 2022,2022,455500.0,36322.0,diesel,individual,Manual,First Owner
Tata Altroz 2010,2010,107800.0,185787.0,Diesel ,trustmark dealer,Manual,First Owner
Hyundai Venue 2018,2018,330300.0,64524.0,Diesel ,Trustmark Dealer,Manual,Second Owner
Hyundai Venue 2023,2023,724600.0,12909.0,Electric,DEALER ,Manual,First Owner
Toyota Yaris 2016,2016,288700.0,109183.0,diesel,dealer,Manual,Second Owner
Hyundai i20 2019,2019,300900.0,56620.0,DIESEL,individual,MANUAL,Third Owner
Renault Duster 2011,2011,83700.0,159235.0, Petrol,INDIVIDUAL,automatic,Second Owner
Renault Triber 2017,2017,235400.0,95350.0, Petrol,INDIVIDUAL,MANUAL,First Owner
Hyundai Verna 2012,2012,97200.0,171381.0,Petrol,Individual,manual,Third Owner
Mahindra XUV500 2013,2013,167100.0,138296.0,Petrol,individual,MANUAL,Second Owner
Skoda Superb 2020,2020,490900.0,76696.0,petrol,trustmark dealer,Manual,Third Owner
Volkswagen Vento 2007,2007,96900.0,219835.0,petrol,DEALER ,automatic,Second Owner
  BMW X1 2018  ,2018,1753600.0,85338.0,Petrol,INDIVIDUAL,MANUAL,First Owner
Mahindra Thar 2009,2009,99100.0,194014.0,PETROL,dealer,Manual,First Owner
Maruti Baleno 2020,2020,296400.0,62537.0,Diesel ,Dealer,manual,Third Owner
Tata Nexon 2011,2011,122600.0,159932.0, Petrol,dealer,automatic,Test Drive Car
Volkswagen Ameo 2008,2008,88400.0,197877.0,petrol,individual,Manual,First Owner
Maruti Swift 2016,2016,205300.0,102881.0,,individual,MANUAL,First Owner
Skoda Rapid 2020,2020,521400.0,73952.0, Petrol,individual,MANUAL,Second Owner
Honda Civic 2021,2021,523500.0,43250.0,CNG,Trustmark Dealer,automatic,Third Owner
  Volkswagen Vento 2010  ,2010,88900.0,169575.0, Petrol,INDIVIDUAL,Manual,Second Owner
Ford Aspire 2016,2016,259000.0,97027.0,Diesel ,individual,Automatic,Fourth & Above Owner
BMW X1 2014,2014,972500.0,126117.0,DIESEL,trustmark dealer,Manual,Second Owner
Ford Figo 2007,2007,63700.0,206312.0, Petrol,INDIVIDUAL,automatic,Third Owner
Toyota Fortuner 2021,2021,618700.0,43407.0,Petrol,INDIVIDUAL,MANUAL,Second Owner
Mahindra Bolero 2011,2011,129200.0,153650.0,PETROL,Dealer,MANUAL,First Owner
Hyundai Grand i10 2007,2007,80300.0,210567.0,Diesel,Trustmark Dealer,MANUAL,First Owner
Ford Endeavour 2007,2007,87200.0,208988.0,DIESEL,DEALER ,automatic,First Owner
Mahindra XUV500 2007,2007,92900.0,212911.0,PETROL,dealer,MANUAL,First Owner
Maruti Ertiga 2008,2008,70500.0,187910.0, Petrol,DEALER ,Manual,First Owner
Mahindra Bolero 2015,2015,289000.0,116800.0,Petrol,DEALER ,automatic,First Owner
Renault Duster 2023,2023,382400.0,28901.0,CNG,INDIVIDUAL,manual,First Owner
Hyundai Verna 2007,2007,62400.0,210928.0, Petrol,individual,MANUAL,First Owner
Honda WR-V 2014,2014,255900.0,130012.0,DIESEL,INDIVIDUAL, Automatic,First Owner
Ford Aspire 2014,2014,163700.0,124014.0, Petrol,individual,manual,Second Owner
Ford EcoSport 2016,2016,270000.0,106739.0,petrol,Individual,Automatic,First Owner
Honda City 2016,2016,266000.0,112955.0,petrol,Dealer,Manual,First Owner
Volkswagen Ameo 2020,2020,361200.0,67780.0,Petrol,Dealer,Manual,Fourth & Above Owner
Volkswagen Ameo 2016,2016,274200.0,107484.0,petrol,Dealer,Manual,First Owner
Mahindra Thar 2008,2008,85500.0,186858.0,PETROL,individual,manual,First Owner
Tata Tiago 2022,2022,661500.0,45812.0,diesel,Individual,Manual,First Owner
Skoda Octavia 2023,2023,1478300.0,13690.0,diesel,INDIVIDUAL, Automatic,First Owner
Toyota Etios 2016,2016,330800.0,110778.0,PETROL,Individual,manual,First Owner
  Tata Nexon 2021  ,2021,383300.0,44460.0,PETROL,individual,Manual,Third Owner
Ford Figo 2008,2008,92100.0,200549.0,Diesel ,dealer,manual,First Owner
Skoda Octavia 2013,2013,206700.0,132786.0,PETROL,Dealer,MANUAL,First Owner
Ford EcoSport 2010,2010,91400.0,181999.0,petrol,individual,Manual,First Owner
Ford Figo 2015,2015,214100.0,117861.0,PETROL,Dealer,MANUAL,First Owner
Maruti Alto 2011,2011,99600.0,169169.0,PETROL,individual, Automatic,First Owner
Honda City 2016,2016,221800.0,113081.0,PETROL,Dealer,MANUAL,First Owner
Renault Kwid 2014,2014,134200.0,122337.0,CNG,dealer,manual,First Owner
Renault Triber 2019,2019,327300.0,80177.0,PETROL,DEALER ,Manual,First Owner
Honda Amaze 2012,2012,142900.0,154969.0,Petrol,Individual,manual,First Owner
Tata Tiago 2011,2011,138800.0,179366.0,Diesel ,DEALER ,manual,First Owner
Tata Safari 2022,2022,465400.0,31496.0, Petrol,Individual,manual,First Owner
Renault Kwid 2009,2009,70700.0,187891.0,Diesel ,INDIVIDUAL,MANUAL,First Owner
Tata Nexon 2007,2007,60400.0,,PETROL,trustmark dealer,manual,First Owner
Skoda Superb 2013,2013,200500.0,139344.0,Diesel ,individual,Manual,Second Owner
Maruti Alto 2009,2009,56200.0,174773.0, Petrol,trustmark dealer,Manual,Second Owner
Toyota Etios 2022,2022,793800.0,39065.0,DIESEL,DEALER ,Manual,First Owner
Maruti Ertiga 2012,2012,89000.0,142634.0,Petrol,Individual,MANUAL,First Owner
BMW 5 Series 2019,2019,1901900.0,77224.0,diesel,INDIVIDUAL,Manual,Second Owner
Hyundai Creta 2012,2012,108600.0,145404.0,Diesel ,individual,manual,Second Owner
Maruti Dzire 2008,2008,70400.0,187899.0,DIESEL,INDIVIDUAL,manual,Test Drive Car
Mahindra Thar 2022,2022,941500.0,31958.0, Petrol,dealer,automatic,First Owner
Renault Duster 2010,2010,69300.0,163286.0,Diesel ,Individual, Automatic,Third Owner
Hyundai Santro 2017,2017,298300.0,88595.0,petrol,INDIVIDUAL,Automatic,First Owner
Volkswagen Vento 2019,2019,402600.0,76483.0, Petrol,Individual,MANUAL,Second Owner
Mahindra Bolero 2022,2022,717100.0,29325.0, Petrol,individual,Manual,First Owner
Audi A4 2018,2018,2619300.0,73759.0,PETROL,Individual,Automatic,First Owner
Maruti Wagon R 2018,2018,203500.0,90792.0,LPG,DEALER ,MANUAL,Third Owner
Renault Triber 2023,2023,469600.0,500.0,CNG,DEALER ,Manual,Second Owner
Maruti Dzire 2017,2017,286900.0,84648.0,Diesel ,INDIVIDUAL,Manual,First Owner
Mahindra Scorpio 2014,2014,213300.0,120787.0,Diesel ,DEALER ,manual,First Owner
Ford Figo 2023,2023,679200.0,26920.0,PETROL,DEALER ,manual,Second Owner
Volkswagen Ameo 2019,2019,495200.0,78103.0,Petrol,Individual,manual,Test Drive Car
Maruti Wagon R 2023,2023,511600.0,16061.0,Diesel,Individual, Automatic,Fourth & Above Owner
Hyundai Creta 2017,2017,213300.0,88527.0, Petrol,individual,manual,Third Owner
Tata Tiago 2019,2019,325900.0,68353.0, Petrol,INDIVIDUAL,manual,Third Owner
Maruti Alto 2020,2020,304000.0,51282.0,diesel,individual,Manual,Third Owner
Toyota Glanza 2017,2017,493800.0,75295.0,diesel,dealer,MANUAL,First Owner
Toyota Innova 2021,2021,681700.0,45837.0,PETROL,Individual,manual,Second Owner
Renault Duster 2007,2007,52300.0,207244.0,diesel,Individual, Automatic,Fourth & Above Owner
Maruti Vitara Brezza 2017,2017,221200.0,73873.0,Diesel,Dealer,Manual,Third Owner
Honda Jazz 2014,2014,218500.0,125456.0,Diesel ,dealer,MANUAL,Second Owner
Maruti Baleno 2009,2009,53100.0,172660.0, Petrol,Trustmark Dealer,manual,Second Owner
Hyundai i20 2008,2008,110100.0,195542.0,Diesel,Individual, Automatic,First Owner
Maruti Baleno 2008,2008,75700.0,208377.0,diesel,Dealer,MANUAL,First Owner
Ford Figo 2009,2009,84500.0,183607.0, Petrol,INDIVIDUAL,manual,First Owner
Tata Altroz 2009,2009,89500.0,182934.0,Diesel,dealer,MANUAL,First Owner
Ford Figo 2010,2010,160500.0,180077.0,Diesel ,individual,Automatic,First Owner
Volkswagen Vento 2016,2016,256200.0,97132.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R 2014,2014,142800.0,136590.0,Petrol,dealer,Manual,First Owner
Ford EcoSport 2010,2010,101800.0,175563.0,Diesel ,INDIVIDUAL,manual,First Owner
Ford EcoSport 2023,2023,749300.0,25052.0,diesel,Dealer,Manual,Second Owner
Volkswagen Ameo 2009,2009,124300.0,180770.0,petrol,INDIVIDUAL,automatic,First Owner
Honda WR-V 2012,2012,143400.0,160997.0, Petrol,individual,Automatic,First Owner
Maruti Vitara Brezza 2022,2022,481500.0,35567.0,Petrol,trustmark dealer,Manual,First Owner
Mahindra XUV300 2007,2007,74300.0,214911.0,Petrol,trustmark dealer,manual,First Owner
Renault Triber 2016,2016,177600.0,99570.0,Diesel ,individual,manual,First Owner
Ford Figo 2016,2016,188000.0,114326.0,petrol,individual,MANUAL,Second Owner
Maruti Wagon R 2017,2017,192500.0,100182.0,Petrol,trustmark dealer,MANUAL,First Owner
Mahindra Scorpio 2018,2018,330800.0,83716.0,,individual,manual,Second Owner
Maruti Alto 2009,2009,76000.0,,diesel,INDIVIDUAL,Manual,First Owner
Honda WR-V 2009,2009,99700.0,195577.0,petrol,dealer, Automatic,First Owner
Toyota Yaris 2021,2021,805500.0,41971.0,diesel,Dealer,Automatic,First Owner
Honda Jazz 2022,2022,705700.0,3924.0,petrol,individual,MANUAL,First Owner
Renault Triber 2010,2010,71400.0,174666.0,petrol,Dealer,manual,First Owner
Hyundai Santro 2016,2016,248800.0,91695.0,Petrol,DEALER ,MANUAL,First Owner
  Ford Aspire 2010  ,2010,98000.0,169771.0,PETROL,Trustmark Dealer,manual,First Owner
Tata Altroz 2017,2017,272900.0,101991.0,diesel,Individual,Manual,First Owner
Volkswagen Ameo 2010,2010,90000.0,172391.0,Petrol,INDIVIDUAL,Manual,Second Owner
Honda City 2007,2007,69300.0,,DIESEL,Dealer,MANUAL,Test Drive Car
Renault Duster 2011,2011,83700.0,159235.0, Petrol,INDIVIDUAL,automatic,Second Owner
  Maruti Vitara Brezza 2016  ,2016,181500.0,117680.0,Diesel ,Dealer,MANUAL,First Owner
Toyota Etios 2008,2008,89300.0,204032.0, Petrol,dealer, Automatic,Third Owner
Maruti Dzire 2009,2009,94400.0,185393.0,DIESEL,dealer,Automatic,First Owner
Maruti Swift 2007,2007,53900.0,199947.0,cng,DEALER , Automatic,Second Owner
Volkswagen Vento 2018,2018,444400.0,79035.0,Petrol,Trustmark Dealer,Automatic,First Owner
Mahindra XUV500 2019,2019,616200.0,46958.0,petrol,individual, Automatic,Second Owner
Maruti Baleno 2009,2009,89100.0,196734.0,electric,dealer, Automatic,Test Drive Car
Hyundai Santro 2016,2016,219600.0,107145.0,diesel,individual,Manual,Second Owner
Mahindra Thar 2014,2014,217500.0,139042.0,DIESEL,DEALER ,automatic,Third Owner
Toyota Fortuner 2011,2011,110800.0,161350.0,diesel,Dealer,manual,Fourth & Above Owner
Maruti Swift 2023,2023,659000.0,21935.0,Electric,Trustmark Dealer,manual,First Owner
Audi Q3 2021,2021,2610100.0,44706.0,PETROL,Individual,Manual,Second Owner
Maruti Wagon R 2011,2011,107600.0,150782.0,electric,INDIVIDUAL,Manual,First Owner
Tata Harrier 2016,2016,254500.0,100813.0,petrol,Trustmark Dealer,MANUAL,First Owner
Ford Endeavour 2012,2012,135400.0,157363.0,Diesel,INDIVIDUAL,Automatic,Second Owner
Hyundai Verna 2014,2014,205300.0,137445.0,Petrol,Individual, Automatic,First Owner
Volkswagen Polo 2010,2010,105200.0,183120.0,Diesel,Individual,manual,Second Owner
Maruti Swift 2012,2012,111600.0,143878.0,diesel,individual,automatic,Second Owner
Maruti Swift 2015,2015,153600.0,115069.0,CNG,individual,Manual,First Owner
Audi A4 2010,2010,536800.0,169485.0,CNG,DEALER ,manual,First Owner
BMW 3 Series 2018,2018,1803400.0,87451.0, Petrol,individual,automatic,Second Owner
Hyundai i20 2019,2019,357100.0,77079.0, Petrol,Individual,MANUAL,First Owner
Honda Jazz 2018,2018,339500.0,76691.0, Petrol,dealer,Manual,First Owner
Honda Civic 2011,2011,107300.0,152015.0,Petrol,Individual,MANUAL,First Owner
Tata Tiago 2016,2016,249600.0,98972.0,diesel,Dealer,manual,Second Owner
Hyundai Verna 2017,2017,284700.0,107921.0,Diesel ,DEALER ,manual,First Owner
Tata Nexon 2015,2015,224700.0,122085.0, Petrol,INDIVIDUAL,MANUAL,First Owner
Toyota Glanza 2009,2009,129000.0,173928.0,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 2018,2018,325300.0,88047.0, Petrol,trustmark dealer,MANUAL,Test Drive Car
Hyundai i20 2017,2017,267800.0,94834.0,Petrol,Dealer,Manual,Second Owner
Renault Kwid 2012,2012,86100.0,155067.0,Diesel,individual,manual,First Owner
Mahindra Scorpio 2017,2017,322100.0,102421.0,Petrol,dealer,Manual,First Owner
Renault Kwid 2015,2015,194000.0,115934.0,diesel,INDIVIDUAL, Automatic,First Owner
Tata Nexon 2011,2011,98700.0,140490.0, Petrol,individual,MANUAL,Second Owner
Honda City 2007,2007,69300.0,204603.0,DIESEL,Dealer,MANUAL,Test Drive Car
Maruti Vitara Brezza 2010,2010,76100.0,171501.0,Petrol,Individual,Manual,First Owner
Maruti Swift 2014,2014,121400.0,127359.0, Petrol,INDIVIDUAL,automatic,Second Owner
Volkswagen Polo 2022,2022,733600.0,24713.0,PETROL,Individual,manual,First Owner
Audi Q3 2016,2016,1434300.0,93585.0,petrol,INDIVIDUAL,manual,First Owner
Audi A4 2019,2019,2955900.0,49737.0,DIESEL,INDIVIDUAL, Automatic,First Owner
Audi A4 2011,2011,574900.0,169551.0,petrol,individual,MANUAL,First Owner
Hyundai i20 2023,2023,513400.0,22280.0,Petrol,Dealer,Manual,Fourth & Above Owner
Renault Triber 2020,2020,280200.0,75184.0, Petrol,individual,MANUAL,Third Owner
Mahindra Bolero 2017,2017,357800.0,81592.0,electric,individual,manual,Second Owner
Mahindra Bolero 2009,2009,127000.0,198866.0,petrol,Trustmark Dealer,automatic,Test Drive Car
  Ford Figo 2017  ,2017,218700.0,103439.0,petrol,DEALER ,MANUAL,First Owner
Tata Harrier 2010,2010,81500.0,167688.0,Diesel ,individual,MANUAL,Second Owner
Ford EcoSport 2020,2020,437500.0,63368.0,PETROL,Dealer, Automatic,Third Owner
Skoda Superb 2019,2019,545900.0,63436.0, Petrol,Individual,MANUAL,First Owner
Tata Harrier 2019,2019,430700.0,66357.0,DIESEL,Dealer,automatic,Second Owner
Audi Q3 2012,2012,623200.0,149864.0,Diesel ,individual,MANUAL,Second Owner
Maruti Dzire 2019,2019,269300.0,58123.0,LPG,Individual,Manual,Second Owner
Maruti Vitara Brezza 2023,2023,578300.0,,Diesel ,DEALER ,manual,First Owner
Tata Tiago 2019,2019,446000.0,81518.0,PETROL,Dealer, Automatic,First Owner
Maruti Alto 2009,2009,87700.0,201612.0,PETROL,Individual,Automatic,First Owner
Mahindra Thar 2018,2018,384800.0,79113.0,petrol,INDIVIDUAL,Manual,First Owner
Audi Q3 2022,2022,2426900.0,34549.0,PETROL,Individual,Manual,Third Owner
Ford Figo 2017,2017,236200.0,79891.0, Petrol,individual,MANUAL,Third Owner
Renault Triber 2020,2020,406500.0,68027.0, Petrol,dealer,automatic,First Owner
Tata Nexon 2011,2011,104100.0,162450.0,LPG,individual,Manual,Test Drive Car
Tata Safari 2017,2017,300700.0,95299.0,petrol,individual,Manual,First Owner
Honda Jazz 2009,2009,85000.0,188641.0,petrol,Trustmark Dealer,manual,First Owner
Ford EcoSport 2018,2018,358800.0,74064.0,PETROL,individual,manual,Second Owner
Tata Nexon 2018,2018,313700.0,92057.0,Diesel,individual,MANUAL,First Owner
Toyota Fortuner 2007,2007,101000.0,211017.0,diesel,trustmark dealer,Manual,First Owner
Skoda Rapid 2010,2010,133700.0,171984.0,lpg,Dealer,Manual,First Owner
Hyundai Santro 2008,2008,90400.0,207629.0,DIESEL,INDIVIDUAL,Manual,First Owner
Skoda Superb 2011,2011,164000.0,171422.0,diesel,DEALER ,automatic,First Owner
Ford Aspire 2020,2020,618500.0,46098.0,Diesel,Trustmark Dealer, Automatic,Test Drive Car
Toyota Yaris 2009,2009,118600.0,183464.0,lpg,Individual,Automatic,Second Owner
Maruti Dzire 2022,2022,524900.0,29801.0,Diesel,trustmark dealer,manual,First Owner
Renault Kwid 2008,2008,88400.0,195615.0,diesel,individual,automatic,First Owner
Volkswagen Vento 2023,2023,937800.0,8981.0,petrol,trustmark dealer, Automatic,First Owner
Honda WR-V 2017,2017,390800.0,83724.0,Petrol,Individual,automatic,First Owner
Maruti Dzire 2012,2012,80600.0,152667.0,PETROL,Individual,MANUAL,Second Owner
Tata Altroz 2018,2018,312300.0,86934.0,petrol,INDIVIDUAL,Manual,Test Drive Car
Ford Endeavour 2016,2016,248900.0,119187.0,Petrol,individual,manual,First Owner
Mahindra Thar 2008,2008,96100.0,209432.0,DIESEL,individual,Manual,First Owner
Hyundai Santro 2016,2016,248800.0,91695.0,Petrol,DEALER ,MANUAL,First Owner
Volkswagen Vento 2010,2010,108600.0,165384.0,PETROL,Individual,manual,First Owner
Renault Duster 2017,2017,252200.0,105949.0,diesel,individual,Automatic,First Owner
Ford Aspire 2007,2007,67400.0,217042.0,petrol,dealer,MANUAL,Second Owner
Hyundai Verna 2008,2008,82900.0,194797.0,Diesel,Individual,manual,Test Drive Car
Tata Harrier 2018,2018,342500.0,66325.0,PETROL,INDIVIDUAL,Manual,First Owner
Audi A4 2014,2014,1065900.0,141688.0,Diesel ,Individual,Automatic,First Owner
Audi A6 2010,2010,475600.0,177743.0,petrol,DEALER ,MANUAL,Third Owner
Hyundai Grand i10 2017,2017,297400.0,97531.0,PETROL,DEALER ,Manual,First Owner
Toyota Etios 2019,2019,594500.0,84002.0,Diesel,INDIVIDUAL,MANUAL,First Owner
Mahindra XUV300 2023,2023,716000.0,20576.0,petrol,INDIVIDUAL,MANUAL,First Owner
  Toyota Glanza 2007  ,2007,85100.0,209171.0,petrol,Dealer,Manual,Third Owner
Mahindra Scorpio 2009,2009,101400.0,170563.0,Diesel ,Individual,Manual,Second Owner
Maruti Swift 2017,2017,228500.0,84722.0,Diesel ,INDIVIDUAL,manual,First Owner
Honda City 2013,2013,191100.0,123602.0,petrol,individual,manual,First Owner
Toyota Yaris 2014,2014,267400.0,120717.0,Diesel,Dealer,MANUAL,First Owner
BMW 5 Series 2021,2021,3551100.0,41010.0, Petrol,individual,Manual,First Owner
Toyota Fortuner 2023,2023,838700.0,27792.0,petrol,INDIVIDUAL,manual,Second Owner
Ford EcoSport 2017,2017,261500.0,96907.0,PETROL,individual,MANUAL,Second Owner
Maruti Dzire 2015,2015,149300.0,117423.0,diesel,individual,Manual,Third Owner
Skoda Rapid 2023,2023,936300.0,31238.0,Diesel ,individual,Manual,First Owner
Maruti Ertiga 2016,2016,219900.0,101483.0,Electric,INDIVIDUAL,manual,First Owner
Hyundai Venue 2010,2010,102400.0,179109.0,diesel,individual, Automatic,Second Owner
Toyota Yaris 2007,2007,95700.0,213316.0,Petrol,individual,manual,First Owner
Honda Amaze 2010,2010,106800.0,185403.0,Petrol,Dealer,manual,First Owner
Hyundai Creta 2011,2011,111300.0,179601.0,Petrol,INDIVIDUAL,manual,First Owner
Toyota Yaris 2009,2009,113500.0,184185.0,petrol,Dealer,Manual,First Owner
Toyota Innova 2007,2007,88300.0,209833.0,Diesel ,Individual,MANUAL,Second Owner
